Donor,Acceptor,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,solvent_additive,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,DA_manual_tokenized,DA_manual_tokenized_aug
PBDB-T,FICBF,-5.297714285714285,-3.4170000000000003,-5.66,-3.88,1.0,CB,_,80.0,PEDOT:PSS,PDINO,7.41,7.41,0.87,67.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217]]"
PBT1-EH,IDTCN,-5.43,-3.43,-5.890000000000001,-3.93,1.0,CF,_,100.0,PEDOT:PSS,ZrAcAc,8.69,8.54,0.93,70.2,"[0, 0, 0, 0, 14, 7, 174, 9, 1, 255, 7, 219, 221, 219, 7, 255]","[[0, 0, 0, 0, 14, 7, 174, 9, 1, 255, 7, 219, 221, 219, 7, 255], [0, 0, 0, 0, 9, 14, 7, 174, 1, 255, 7, 219, 221, 219, 7, 255], [0, 0, 0, 0, 174, 9, 14, 7, 1, 255, 7, 219, 221, 219, 7, 255], [0, 0, 0, 0, 7, 174, 9, 14, 1, 255, 7, 219, 221, 219, 7, 255]]"
PBDB-T,IDT-T,-5.297714285714285,-3.4170000000000003,-5.49,-3.985,1.0,CB,_,25.0,MoOx,ZnO,6.36,6.36,0.952,59.62,"[0, 0, 49, 7, 100, 9, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222], [0, 0, 9, 49, 7, 100, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222], [0, 0, 100, 9, 49, 7, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222], [0, 0, 7, 100, 9, 49, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222]]"
PBDB-T,IDT-3MT,-5.297714285714285,-3.4170000000000003,-5.68,-4.16,1.0,CB,_,25.0,MoOx,ZnO,8.4,8.41,0.95,61.32,"[0, 0, 49, 7, 100, 9, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222], [0, 0, 9, 49, 7, 100, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222], [0, 0, 100, 9, 49, 7, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222], [0, 0, 7, 100, 9, 49, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222]]"
PBDB-T,SiIDT-IC,-5.297714285714285,-3.4170000000000003,-5.47,-3.78,1.0,CB,_,110.0,MoOx,PFN-Br,8.16,8.16,0.92,65.56,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 251, 221, 251, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 251, 221, 251, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 251, 221, 251, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 251, 221, 251, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 251, 221, 251, 7, 222]]"
PBDB-T,IDIC,-5.297714285714285,-3.4170000000000003,-5.706,-4.002666666666667,1.0,CB,_,110.0,MoOx,PFN-Br,8.83,8.84,0.81,65.36,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 234, 221, 234, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 234, 221, 234, 7, 222]]"
PBDB-T,IDTBOR,-5.297714285714285,-3.4170000000000003,-5.49,-3.93,0.5,CB,_,130.0,MoOx,ZnO/PFN-Br,7.74,7.78,0.89,54.67,"[0, 0, 49, 7, 100, 9, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240]","[[0, 0, 49, 7, 100, 9, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240], [0, 0, 9, 49, 7, 100, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240], [0, 0, 100, 9, 49, 7, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240], [0, 0, 7, 100, 9, 49, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240]]"
PBDB-T,IDTBSR,-5.297714285714285,-3.4170000000000003,-5.41,-3.88,0.5,CB,_,130.0,MoOx,ZnO/PFN-Br,6.95,6.94,0.95,52.38,"[0, 0, 49, 7, 100, 9, 1, 240, 253, 7, 234, 221, 234, 7, 253, 240]","[[0, 0, 49, 7, 100, 9, 1, 240, 253, 7, 234, 221, 234, 7, 253, 240], [0, 0, 9, 49, 7, 100, 1, 240, 253, 7, 234, 221, 234, 7, 253, 240], [0, 0, 100, 9, 49, 7, 1, 240, 253, 7, 234, 221, 234, 7, 253, 240], [0, 0, 7, 100, 9, 49, 1, 240, 253, 7, 234, 221, 234, 7, 253, 240]]"
PBDB-T,TTIC,-5.297714285714285,-3.4170000000000003,-5.54,-4.109999999999999,0.667,DCB,DIO,125.0,MoOx,ZnO,10.61,10.63,0.77,62.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 219, 79, 219, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 219, 79, 219, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 219, 79, 219, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 219, 79, 219, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 219, 79, 219, 7, 222]]"
PBDB-T,TTIC-M,-5.297714285714285,-3.4170000000000003,-5.49,-4.03,0.667,DCB,DIO,175.0,MoOx,ZnO,11.48,11.49,0.8,70.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 7, 219, 79, 219, 7, 230]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 7, 219, 79, 219, 7, 230], [0, 0, 0, 0, 9, 49, 7, 100, 1, 230, 7, 219, 79, 219, 7, 230], [0, 0, 0, 0, 100, 9, 49, 7, 1, 230, 7, 219, 79, 219, 7, 230], [0, 0, 0, 0, 7, 100, 9, 49, 1, 230, 7, 219, 79, 219, 7, 230]]"
J52,ITIC,-5.218571428571429,-3.341428571428572,-5.574146341463415,-3.915,0.667,CF,_,25.0,PEDOT:PSS,PDINO,3.78,3.77,0.803,43.2,"[0, 0, 0, 0, 10, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 10, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 10, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 10, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 10, 1, 222, 79, 219, 221, 219, 79, 222]]"
J52-Cl,ITIC,-5.53,-5.38,-5.574146341463415,-3.915,0.667,CF,_,25.0,PEDOT:PSS,PDINO,11.53,11.52,0.956,70.2,"[0, 0, 0, 0, 175, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 175, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 175, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 175, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 175, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-T,IDTT2F,-5.297714285714285,-3.4170000000000003,-5.57,-4.03,1.0,DCB,_,25.0,MoOx,ZnO,8.85,8.85,0.81,59.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217]]"
PBDB-T,IDTOT2F,-5.297714285714285,-3.4170000000000003,-5.54,-3.94,1.0,DCB,_,25.0,MoOx,ZnO,12.79,12.77,0.85,72.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217]]"
PBDB-T,IDTIC,-5.297714285714285,-3.4170000000000003,-5.885,-3.91,1.0,CB,DIO,25.0,MoOx,ZnO,6.05,6.03,0.89,61.9,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 360, 221, 361, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 360, 221, 361, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 360, 221, 361, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 360, 221, 361, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 360, 221, 361, 7, 222]]"
PBDB-T,ITIC,-5.297714285714285,-3.4170000000000003,-5.574146341463415,-3.915,1.0,CB,_,25.0,PEDOT:PSS,N719:PrC60MAI,9.94,9.94,0.897,65.5,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-T,ITCT,-5.297714285714285,-3.4170000000000003,-5.596666666666667,-3.796666666666667,1.0,CB,_,25.0,PEDOT:PSS,N719:PrC60MAI,10.99,10.99,0.85,72.3,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 9, 49, 7, 100, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 100, 9, 49, 7, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 7, 100, 9, 49, 1, 255, 79, 219, 221, 219, 79, 255]]"
P3HT,IDT-RCN,-5.057777777777777,-2.989444444444445,-5.62,-3.75,1.25,CB,CN,25.0,PEDOT:PSS,Ca,3.42,3.44,0.69,63.0,"[0, 0, 41, 40, 40, 194, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236]","[[0, 0, 41, 40, 40, 194, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 194, 41, 40, 40, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 40, 194, 41, 40, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 40, 40, 194, 41, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236]]"
P3HT,IDT-CA,-5.057777777777777,-2.989444444444445,-5.59,-3.64,1.25,CB,CN,25.0,PEDOT:PSS,Ca,4.19,4.18,0.84,64.0,"[0, 0, 41, 40, 40, 194, 1, 256, 56, 7, 219, 221, 219, 7, 56, 256]","[[0, 0, 41, 40, 40, 194, 1, 256, 56, 7, 219, 221, 219, 7, 56, 256], [0, 0, 194, 41, 40, 40, 1, 256, 56, 7, 219, 221, 219, 7, 56, 256], [0, 0, 40, 194, 41, 40, 1, 256, 56, 7, 219, 221, 219, 7, 56, 256], [0, 0, 40, 40, 194, 41, 1, 256, 56, 7, 219, 221, 219, 7, 56, 256]]"
PBDB-T,IDTO-T-4F,-5.297714285714285,-3.4170000000000003,-5.49,-3.88,0.833,CF,DIO,25.0,PEDOT:PSS,PDINO,12.62,12.64,0.864,72.7,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 373, 219, 221, 219, 373, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 373, 219, 221, 219, 373, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 373, 219, 221, 219, 373, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 373, 219, 221, 219, 373, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 373, 219, 221, 219, 373, 7, 217]]"
PBDB-T,IDTO-Se-4F,-5.297714285714285,-3.4170000000000003,-5.48,-3.9,0.909,CB,DIO,25.0,PEDOT:PSS,PDINO,10.67,10.67,0.831,69.2,"[0, 0, 49, 7, 100, 9, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217], [0, 0, 9, 49, 7, 100, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217], [0, 0, 100, 9, 49, 7, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217], [0, 0, 7, 100, 9, 49, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217]]"
PBDB-T,IDTO-TT-4F,-5.297714285714285,-3.4170000000000003,-5.39,-3.89,0.909,CF,DIO,25.0,PEDOT:PSS,PDINO,10.21,10.22,0.856,69.4,"[0, 0, 49, 7, 100, 9, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217], [0, 0, 9, 49, 7, 100, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217], [0, 0, 100, 9, 49, 7, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217], [0, 0, 7, 100, 9, 49, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217]]"
PBDB-T,IDT2Se,-5.297714285714285,-3.4170000000000003,-5.41,-3.87,1.0,CB,_,80.0,PEDOT:PSS,PDINO,9.11,9.11,0.88,59.8,"[0, 0, 49, 7, 100, 9, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222], [0, 0, 9, 49, 7, 100, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222], [0, 0, 100, 9, 49, 7, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222], [0, 0, 7, 100, 9, 49, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222]]"
PBDB-T,IDT2Se-4F,-5.297714285714285,-3.4170000000000003,-5.51,-4.0,1.0,CB,_,80.0,PEDOT:PSS,PDINO,11.03,11.03,0.79,65.4,"[0, 0, 49, 7, 100, 9, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217], [0, 0, 9, 49, 7, 100, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217], [0, 0, 100, 9, 49, 7, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217], [0, 0, 7, 100, 9, 49, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217]]"
PBDT-Se-TAZ,ITIC,-5.23,-3.45,-5.574146341463415,-3.915,1.0,CF,DIO,25.0,MoOx,ZnO,10.07,10.07,0.81,66.7,"[0, 0, 0, 0, 176, 7, 177, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 176, 7, 177, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 176, 7, 177, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 177, 9, 176, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 177, 9, 176, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDTS-Se-TAZ,ITIC,-5.29,-3.49,-5.574146341463415,-3.915,1.0,CF,DIO,25.0,MoOx,ZnO,12.31,12.31,0.84,75.1,"[0, 0, 0, 0, 178, 7, 17, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 178, 7, 17, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 178, 7, 17, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 17, 9, 178, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 17, 9, 178, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-TF,IT-M,-5.497142857142857,-3.6428571428571423,-5.513571428571429,-3.808,1.0,CB,DIO,100.0,PEDOT:PSS,PFN-Br,10.5,10.47,1.02,65.0,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 9, 99, 7, 100, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 100, 9, 99, 7, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 7, 100, 9, 99, 1, 230, 79, 219, 221, 219, 79, 230]]"
PBDB-TF,IT-4F,-5.497142857142857,-3.6428571428571423,-5.66875,-4.060416666666667,1.0,CB,DIO,100.0,PEDOT:PSS,PFN-Br,13.7,13.65,0.87,77.0,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 99, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 99, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 99, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBZ1,ITIC,-5.27,-3.06,-5.574146341463415,-3.915,1.0,Toluene,_,160.0,MoOx,ZnO,5.8,5.79,0.74,49.8,"[0, 0, 0, 0, 179, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 179, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 179, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 179, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 179, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBZ-m-CF3,ITIC,-5.49,-3.22,-5.574146341463415,-3.915,1.0,Toluene,_,160.0,MoOx,ZnO,10.4,10.41,0.94,60.2,"[0, 0, 0, 0, 180, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 180, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 180, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 180, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 180, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-TF,HF-PCIC,-5.497142857142857,-3.6428571428571423,-5.53,-3.83,0.833,CB,CN,110.0,MoOx,ZnO,10.97,10.67,0.92,72.42,"[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217]","[[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217], [0, 0, 9, 99, 7, 100, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217], [0, 0, 100, 9, 99, 7, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217], [0, 0, 7, 100, 9, 99, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217]]"
PBDB-TF,HFO-PCIC,-5.497142857142857,-3.6428571428571423,-5.5,-3.81,0.833,CB,CN,110.0,MoOx,ZnO,8.36,8.33,0.93,70.99,"[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217]","[[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217], [0, 0, 9, 99, 7, 100, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217], [0, 0, 100, 9, 99, 7, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217], [0, 0, 7, 100, 9, 99, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217]]"
PBDB-TF,OF-PCIC,-5.497142857142857,-3.6428571428571423,-5.66,-3.86,0.833,CB,CN,110.0,MoOx,ZnO,9.09,9.19,0.91,73.37,"[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 262, 7, 260, 7, 217]","[[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 262, 7, 260, 7, 217], [0, 0, 9, 99, 7, 100, 1, 217, 7, 258, 7, 262, 7, 260, 7, 217], [0, 0, 100, 9, 99, 7, 1, 217, 7, 258, 7, 262, 7, 260, 7, 217], [0, 0, 7, 100, 9, 99, 1, 217, 7, 258, 7, 262, 7, 260, 7, 217]]"
PBDB-T,IF-TN,-5.297714285714285,-3.4170000000000003,-5.8,-3.93,1.0,CB,CN,80.0,PEDOT:PSS,PNDIT-F3N-Br,2.89,2.89,1.006,40.95,"[0, 0, 49, 7, 100, 9, 1, 237, 64, 221, 234, 221, 234, 221, 64, 237]","[[0, 0, 49, 7, 100, 9, 1, 237, 64, 221, 234, 221, 234, 221, 64, 237], [0, 0, 9, 49, 7, 100, 1, 237, 64, 221, 234, 221, 234, 221, 64, 237], [0, 0, 100, 9, 49, 7, 1, 237, 64, 221, 234, 221, 234, 221, 64, 237], [0, 0, 7, 100, 9, 49, 1, 237, 64, 221, 234, 221, 234, 221, 64, 237]]"
PBDB-T,IDT-TN,-5.297714285714285,-3.4170000000000003,-5.42,-4.03,1.0,CB,CN,80.0,PEDOT:PSS,PNDIT-F3N-Br,5.77,5.77,0.967,45.17,"[0, 0, 49, 7, 100, 9, 1, 237, 64, 7, 234, 221, 234, 7, 64, 237]","[[0, 0, 49, 7, 100, 9, 1, 237, 64, 7, 234, 221, 234, 7, 64, 237], [0, 0, 9, 49, 7, 100, 1, 237, 64, 7, 234, 221, 234, 7, 64, 237], [0, 0, 100, 9, 49, 7, 1, 237, 64, 7, 234, 221, 234, 7, 64, 237], [0, 0, 7, 100, 9, 49, 1, 237, 64, 7, 234, 221, 234, 7, 64, 237]]"
PBDB-T,IT-M,-5.297714285714285,-3.4170000000000003,-5.513571428571429,-3.808,1.0,CB,DIO,25.0,PEDOT:PSS,PDINO,10.31,10.36,0.93,66.77,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 9, 49, 7, 100, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 100, 9, 49, 7, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 7, 100, 9, 49, 1, 230, 79, 219, 221, 219, 79, 230]]"
PBDB-T,ITIC-Cl4,-5.297714285714285,-3.4170000000000003,-5.5,-3.9,1.0,o-DCB,CN,25.0,MoOx,ZnO,9.6,9.55,0.74,60.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 231, 79, 219, 221, 219, 79, 231]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 9, 49, 7, 100, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 100, 9, 49, 7, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 7, 100, 9, 49, 1, 231, 79, 219, 221, 219, 79, 231]]"
PBDTS-TzBI,ITIC,-5.39,-3.52,-5.574146341463415,-3.915,1.0,CB,_,130.0,PEDOT:PSS,PFN-Br,9.04,8.88,0.94,56.2,"[0, 0, 0, 0, 14, 7, 212, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 14, 7, 212, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 14, 7, 212, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 212, 9, 14, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 212, 9, 14, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDTS-TzBI,ITIC-Th,-5.39,-3.52,-5.673333333333334,-3.908888888888889,1.0,CB,_,130.0,PEDOT:PSS,PFN-Br,9.67,9.54,0.91,60.44,"[0, 0, 0, 0, 14, 7, 212, 9, 1, 222, 79, 313, 221, 313, 79, 222]","[[0, 0, 0, 0, 14, 7, 212, 9, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 0, 0, 9, 14, 7, 212, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 0, 0, 212, 9, 14, 7, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 0, 0, 7, 212, 9, 14, 1, 222, 79, 313, 221, 313, 79, 222]]"
PBDB-T,NFBDT-Me,-5.297714285714285,-3.4170000000000003,-5.4,-3.78,1.667,CF,_,25.0,PEDOT:PSS,PDIN,11.0,11.01,0.909,70.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 263, 7, 219, 374, 219, 7, 263]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 263, 7, 219, 374, 219, 7, 263], [0, 0, 0, 0, 9, 49, 7, 100, 1, 263, 7, 219, 374, 219, 7, 263], [0, 0, 0, 0, 100, 9, 49, 7, 1, 263, 7, 219, 374, 219, 7, 263], [0, 0, 0, 0, 7, 100, 9, 49, 1, 263, 7, 219, 374, 219, 7, 263]]"
PBDB-T,NFBDT-F,-5.297714285714285,-3.4170000000000003,-5.43,-3.88,1.0,CF,_,25.0,PEDOT:PSS,PDIN,10.62,10.63,0.793,69.5,"[0, 0, 49, 7, 100, 9, 1, 264, 7, 219, 218, 221, 218, 219, 7, 264]","[[0, 0, 49, 7, 100, 9, 1, 264, 7, 219, 218, 221, 218, 219, 7, 264], [0, 0, 9, 49, 7, 100, 1, 264, 7, 219, 218, 221, 218, 219, 7, 264], [0, 0, 100, 9, 49, 7, 1, 264, 7, 219, 218, 221, 218, 219, 7, 264], [0, 0, 7, 100, 9, 49, 1, 264, 7, 219, 218, 221, 218, 219, 7, 264]]"
