Donor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
PBDT-TTBT,Cc1cc2sc(-c3c(O[Co])c(O[Co])c(-c4cc5sc(-c6cc7c(-c8ccc([Cr])s8)c8sc(C)cc8c(-c8ccc([Cr])s8)c7s6)cc5s4)c4nsnc34)cc2s1,Cc1cc2sc(c3c4nsnc4c(c4sc5cc(c6sc7c(c8sc([R4])cc8)c8cc(C)sc8c(c8sc([R4])cc8)c7c6)sc5c4)c(O[R7])c3O[R7])cc2s1, ,{[$]c1cc2sc(-c3c(O[Co])c(O[Co])c(-c4cc5sc(-c6cc7c(-c8ccc([Cr])s8)c8sc([$])cc8c(-c8ccc([Cr])s8)c7s6)cc5s4)c4nsnc34)cc2s1},[C][C][=C][C][S][C][Branch2][#Branch1][#Branch2][C][=C][Branch1][Ring1][O][Co][C][Branch1][Ring1][O][Co][=C][Branch2][Branch1][P][C][=C][C][S][C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][=C][C][=Ring2][Ring1][=C][S][Ring2][Ring1][P][C][=N][S][N][=C][Ring2][Ring2][=C][Ring1][Branch1][=C][C][=Ring2][Branch1][Ring1][S][Ring2][Branch1][=Branch1]
PBDT-TT,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12, ,{CCCCC(CC)COC(=O)c1c(-c2ccc([$])s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc([$])cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12},[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][S][C][C][Branch1][S][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C][=C][Branch2][=Branch1][#C][C][=C][C][=C][Branch2][=Branch1][Ring2][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][#Branch1][S][Ring2][Ring2][N][S][C][Ring2][=Branch1][Branch1][=Ring2][Branch1][N]
PBDT-BT,Cc1cc2c(O[Mn])c3sc(-c4c(O[Ti])c(O[Ti])c(C)c5nsnc45)cc3c(O[Mn])c2s1,Cc1sc2c(O[R5])c3cc(c4c5nsnc5c(C)c(O[R2])c4O[R2])sc3c(O[R5])c2c1, ,{[$]c1cc2c(O[Mn])c3sc(-c4c(O[Ti])c(O[Ti])c([$])c5nsnc45)cc3c(O[Mn])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Mn][C][S][C][Branch2][Ring1][=Branch2][C][=C][Branch1][Ring1][O][Ti][C][Branch1][Ring1][O][Ti][=C][Branch1][C][C][C][=N][S][N][=C][Ring1][=C][Ring1][Branch1][=C][C][=Ring2][Ring1][Ring1][C][Branch1][Ring1][O][Mn][=C][Ring2][Ring1][O][S][Ring2][Ring1][=C]
PBDT-TTBTT,Cc1cc2c(O[Mn])c3sc(-c4sc5cc(-c6c(O[Ti])c(O[Ti])c(-c7cc8sc(C)c([Ru])c8s7)c7nsnc67)sc5c4[Ru])cc3c(O[Mn])c2s1,Cc1sc2c(O[R5])c3cc(c4c([R18])c5sc(c6c7nsnc7c(c7sc8c([R18])c(C)sc8c7)c(O[R2])c6O[R2])cc5s4)sc3c(O[R5])c2c1, ,{[$]c1cc2c(O[Mn])c3sc(-c4sc5cc(-c6c(O[Ti])c(O[Ti])c(-c7cc8sc([$])c([Ru])c8s7)c7nsnc67)sc5c4[Ru])cc3c(O[Mn])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Mn][C][S][C][Branch2][Branch1][=C][C][S][C][C][=C][Branch2][Ring2][N][C][=C][Branch1][Ring1][O][Ti][C][Branch1][Ring1][O][Ti][=C][Branch2][Ring1][Ring1][C][=C][C][S][C][Branch1][C][C][=C][Branch1][C][Ru][C][=Ring1][#Branch1][S][Ring1][#Branch2][C][=N][S][N][=C][Ring2][Ring1][#Branch1][Ring1][Branch1][S][C][=Ring2][Ring1][N][C][=Ring2][Ring1][#C][Ru][=C][C][=Ring2][Ring2][Branch1][C][Branch1][Ring1][O][Mn][=C][Ring2][Ring2][=N][S][Ring2][Ring2][S]
PBDTTEH-DTHBTff,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Mo])c(C)s6)c6nsnc56)cc4[Mo])cc3c(-c3ccc([Cr])s3)c2s1,Cc1c([R14])cc(c2c3nsnc3c(c3cc([R14])c(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Mo])c([$])s6)c6nsnc56)cc4[Mo])cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Mo][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Mo][=C][C][=Ring2][Ring1][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][=N][S][Ring2][Ring2][S]
PBDTTEH-DTEHBTff,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Cr])c(C)s6)c6nsnc56)cc4[Cr])cc3c(-c3ccc([Cr])s3)c2s1,Cc1c([R4])cc(c2c3nsnc3c(c3cc([R4])c(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Cr])c([$])s6)c6nsnc56)cc4[Cr])cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Cr][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Cr][=C][C][=Ring2][Ring1][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][=N][S][Ring2][Ring2][S]
PBDTTDD-DTHBTff,Cc1cc2c(O[Sc])c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Mo])c(C)s6)c6nsnc56)cc4[Mo])cc3c(O[Sc])c2s1,Cc1c([R14])cc(c2c3nsnc3c(c3cc([R14])c(c4sc5c(O[R1])c6cc(C)sc6c(O[R1])c5c4)s3)c(F)c2F)s1, ,{[$]c1cc2c(O[Sc])c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Mo])c([$])s6)c6nsnc56)cc4[Mo])cc3c(O[Sc])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Sc][C][S][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Mo][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Mo][=C][C][=Ring2][Ring1][=N][C][Branch1][Ring1][O][Sc][=C][Ring2][Ring2][Branch1][S][Ring2][Ring2][Branch2]
PBDT-tt-BT,Cc1cc2c(O[Rh])c3sc(-c4sc5cc(-c6ccc(-c7cc8sc(C)c([Pd])c8s7)c7nsnc67)sc5c4[Pd])cc3c(O[Rh])c2s1,Cc1sc2c(O[R19])c3cc(c4c([R20])c5sc(c6ccc(c7cc8sc(C)c([R20])c8s7)c7c6nsn7)cc5s4)sc3c(O[R19])c2c1, ,{[$]c1cc2c(O[Rh])c3sc(-c4sc5cc(-c6ccc(-c7cc8sc([$])c([Pd])c8s7)c7nsnc67)sc5c4[Pd])cc3c(O[Rh])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Rh][C][S][C][Branch2][Branch1][=Branch1][C][S][C][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][S][C][Branch1][C][C][=C][Branch1][C][Pd][C][=Ring1][#Branch1][S][Ring1][#Branch2][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][S][C][=Ring2][Ring1][Branch2][C][=Ring2][Ring1][O][Pd][=C][C][=Ring2][Ring1][P][C][Branch1][Ring1][O][Rh][=C][Ring2][Ring2][=Branch2][S][Ring2][Ring2][N]
PC-tt-BT,Cc1ccc2c3ccc(-c4sc5cc(-c6ccc(-c7cc8sc(C)c([Pd])c8s7)c7nsnc67)sc5c4[Pd])cc3n([Ag])c2c1,Cc1ccc2c3ccc(c4c([R20])c5sc(c6ccc(c7cc8sc(C)c([R20])c8s7)c7c6nsn7)cc5s4)cc3n([R21])c2c1, ,{[$]c1ccc2c3ccc(-c4sc5cc(-c6ccc(-c7cc8sc([$])c([Pd])c8s7)c7nsnc67)sc5c4[Pd])cc3n([Ag])c2c1},[C][C][=C][C][=C][C][=C][C][=C][Branch2][Branch1][=Branch1][C][S][C][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][S][C][Branch1][C][C][=C][Branch1][C][Pd][C][=Ring1][#Branch1][S][Ring1][#Branch2][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][S][C][=Ring2][Ring1][Branch2][C][=Ring2][Ring1][O][Pd][C][=C][Ring2][Ring2][C][N][Branch1][C][Ag][C][Ring2][Ring2][=Branch1][=C][Ring2][Ring2][#Branch2]
PF-tt-BT,Cc1ccc2c(c1)C([Ti])([Ti])c1cc(-c3sc4cc(-c5ccc(-c6cc7sc(C)c([Pd])c7s6)c6nsnc56)sc4c3[Pd])ccc1-2,Cc1ccc(c2ccc(c3c([R20])c4sc(c5ccc(c6cc7sc(C)c([R20])c7s6)c6c5nsn6)cc4s3)cc2C2([R2])[R2])c2c1, ,{[$]c1ccc2c(c1)C([Ti])([Ti])c1cc(-c3sc4cc(-c5ccc(-c6cc7sc([$])c([Pd])c7s6)c6nsnc56)sc4c3[Pd])ccc1-2},[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Branch1][=Branch1][C][S][C][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][S][C][Branch1][C][C][=C][Branch1][C][Pd][C][=Ring1][#Branch1][S][Ring1][#Branch2][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][S][C][=Ring2][Ring1][Branch2][C][=Ring2][Ring1][O][Pd][=C][C][=C][Ring2][Ring2][C][Ring2][Ring2][Branch2]
PBDT-DTBTz,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(O[Cr])c6sc(C)cc6c(O[Cr])c5s4)s3)c3nn([Cr])nc23)s1,Cc1ccc(c2c3nn([R4])nc3c(c3ccc(c4sc5c(O[R4])c6cc(C)sc6c(O[R4])c5c4)s3)cc2)s1, ,{[$]c1ccc(-c2ccc(-c3ccc(-c4cc5c(O[Cr])c6sc([$])cc6c(O[Cr])c5s4)s3)c3nn([Cr])nc23)s1},[C][C][=C][C][=C][Branch2][Branch1][=N][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][=C][Branch1][Ring1][O][Cr][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][Ring1][O][Cr][=C][Ring1][=C][S][Ring1][P][S][Ring2][Ring1][=Branch1][C][=N][N][Branch1][C][Cr][N][=C][Ring2][Ring1][S][Ring1][=Branch1][S][Ring2][Ring2][Branch1]
PC-DTBTz,Cc1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nn([Cr])nc56)s4)cc3n([Ti])c2c1,Cc1ccc2c3ccc(c4ccc(c5c6nn([R4])nc6c(c6ccc(C)s6)cc5)s4)cc3n([R2])c2c1, ,{[$]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([$])s6)c6nn([Cr])nc56)s4)cc3n([Ti])c2c1},[C][C][=C][C][=C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][C][=N][N][Branch1][C][Cr][N][=C][Ring1][S][Ring1][=Branch1][S][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O][N][Branch1][C][Ti][C][Ring2][Ring1][#C][=C][Ring2][Ring2][Ring1]
PBDT-BT,Cc1cc2c(O[Cr])c3sc(-c4sc(-c5cc([Mn])c(C)s5)cc4[Mn])cc3c(O[Cr])c2s1,Cc1sc2c(O[R4])c3cc(c4c([R5])cc(c5sc(C)c([R5])c5)s4)sc3c(O[R4])c2c1, ,{[$]c1cc2c(O[Cr])c3sc(-c4sc(-c5cc([Mn])c([$])s5)cc4[Mn])cc3c(O[Cr])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Cr][C][S][C][Branch2][Ring1][Branch2][C][S][C][Branch1][=C][C][=C][C][Branch1][C][Mn][=C][Branch1][C][C][S][Ring1][#Branch1][=C][C][=Ring1][N][Mn][=C][C][=Ring2][Ring1][C][C][Branch1][Ring1][O][Cr][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N]
PBDT-DTffBT,Cc1cc2c(O[Cr])c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Ti])c(C)s6)c6nsnc56)cc4[Ti])cc3c(O[Cr])c2s1,Cc1c([R2])cc(c2c3nsnc3c(c3cc([R2])c(c4sc5c(O[R4])c6cc(C)sc6c(O[R4])c5c4)s3)c(F)c2F)s1, ,{[$]c1cc2c(O[Cr])c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Ti])c([$])s6)c6nsnc56)cc4[Ti])cc3c(O[Cr])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Cr][C][S][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Ti][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Ti][=C][C][=Ring2][Ring1][=N][C][Branch1][Ring1][O][Cr][=C][Ring2][Ring2][Branch1][S][Ring2][Ring2][Branch2]
PF-DTffBT,Cc1ccc2c(c1)C([Ti])([Ti])c1cc(-c3sc(-c4c(F)c(F)c(-c5cc([Ti])c(C)s5)c5nsnc45)cc3[Ti])ccc1-2,Cc1c([R2])cc(c2c3nsnc3c(c3cc([R2])c(c4ccc(c5ccc(C)cc5C5([R2])[R2])c5c4)s3)c(F)c2F)s1, ,{[$]c1ccc2c(c1)C([Ti])([Ti])c1cc(-c3sc(-c4c(F)c(F)c(-c5cc([Ti])c([$])s5)c5nsnc45)cc3[Ti])ccc1-2},[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Ti][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Ti][=C][C][=C][Ring2][Ring1][=C][Ring2][Ring2][Ring2]
PBDT-DTffBT-F-DTffBT,Cc1cc2c(O[Cr])c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Ti])c(-c7ccc8c(c7)C([Ti])([Ti])c7cc(-c9sc(-c%10c(F)c(F)c(-c%11cc([Ti])c(C)s%11)c%11nsnc%10%11)cc9[Ti])ccc7-8)s6)c6nsnc56)cc4[Ti])cc3c(O[Cr])c2s1,[R2]c1cc(c2c3nsnc3c(c3cc([R2])c(c4sc5c(O[R4])c6cc(C)sc6c(O[R4])c5c4)s3)c(F)c2F)sc1c1cc2c(c3ccc(c4c([R2])cc(c5c6nsnc6c(c6cc([R2])c(C)s6)c(F)c5F)s4)cc3C2([R2])[R2])cc1, ,{[$]c1cc2c(O[Cr])c3sc(-c4sc(-c5c(F)c(F)c(-c6cc([Ti])c(-c7ccc8c(c7)C([Ti])([Ti])c7cc(-c9sc(-c%10c(F)c(F)c(-c%11cc([Ti])c([$])s%11)c%11nsnc%10%11)cc9[Ti])ccc7-8)s6)c6nsnc56)cc4[Ti])cc3c(O[Cr])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Cr][C][S][C][Branch2][=Branch2][P][C][S][C][Branch2][=Branch2][Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][#Branch1][=C][C][=C][C][Branch1][C][Ti][=C][Branch2][=Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Ti][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Ti][=C][C][=C][Ring2][Ring1][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][=N][C][=N][S][N][=C][Ring2][Branch1][Branch2][Ring1][Branch1][=C][C][=Ring2][Branch1][=N][Ti][=C][C][=Ring2][=Branch1][Ring1][C][Branch1][Ring1][O][Cr][=C][Ring2][=Branch1][O][S][Ring2][=Branch1][=C]
PffBT4T-2OD,Cc1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc([Fe])c(C)s5)c5nsnc45)cc3[Fe])s2)s1,[R6]c1cc(c2c3nsnc3c(c3cc([R6])c(C)s3)c(F)c2F)sc1c1sc(c2ccc(C)s2)cc1, ,{[$]c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc([Fe])c([$])s5)c5nsnc45)cc3[Fe])s2)s1},[C][C][=C][C][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Fe][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Fe][S][Ring2][Ring1][=N][S][Ring2][Ring2][C]
PRFBDT-BZS,Cc1ccc(-c2c(O[Mn])c(O[Mn])c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc(C)cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nsnc23)s1,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6cc(F)c([R4])c(F)c6)c6cc(C)sc6c(c6cc(F)c([R4])c(F)c6)c5c4)s3)c(O[R5])c2O[R5])s1, ,{[$]c1ccc(-c2c(O[Mn])c(O[Mn])c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc([$])cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nsnc23)s1},[C][C][=C][C][=C][Branch2][Branch2][Ring2][C][=C][Branch1][Ring1][O][Mn][C][Branch1][Ring1][O][Mn][=C][Branch2][=Branch1][O][C][=C][C][=C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][=C][Ring2][Ring1][N][S][Ring2][Ring1][#C][S][Ring2][Ring2][Ring2][C][=N][S][N][=C][Ring2][Ring2][P][Ring1][Branch1][S][Ring2][Branch1][=Branch1]
PBQ-0F,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nc(-c4cccc(O[Ti])c4)c(-c4cccc(O[Ti])c4)nc23)s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6nc(c7cc(O[R2])ccc7)c(c7cccc(O[R2])c7)nc6c(c6ccc(C)s6)cc5)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nc(-c4cccc(O[Ti])c4)c(-c4cccc(O[Ti])c4)nc23)s1},[C][C][=C][C][=C][Branch2][Branch2][#Branch2][C][=C][C][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][Ti][=C][Ring1][Branch2][=C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][Ti][=C][Ring1][Branch2][N][=C][Ring2][Branch1][Branch2][Ring2][Ring1][=Branch1][S][Ring2][Branch1][=N]
PBQ-QF,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nc(-c4cccc(O[Ti])c4)c(-c4cccc(O[Ti])c4)nc23)s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6nc(c7cc(O[R2])ccc7)c(c7cccc(O[R2])c7)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nc(-c4cccc(O[Ti])c4)c(-c4cccc(O[Ti])c4)nc23)s1},[C][C][=C][C][=C][Branch2][Branch2][S][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][Ti][=C][Ring1][Branch2][=C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][Ti][=C][Ring1][Branch2][N][=C][Ring2][Branch1][#Branch2][Ring2][Ring1][=Branch1][S][Ring2][Branch1][#C]
PBQ-4F,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nc(-c4cccc(O[Ti])c4)c(-c4cccc(O[Ti])c4)nc23)s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6nc(c7cc(O[R2])ccc7)c(c7cccc(O[R2])c7)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nc(-c4cccc(O[Ti])c4)c(-c4cccc(O[Ti])c4)nc23)s1},[C][C][=C][C][=C][Branch2][=Branch2][=Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][Ti][=C][Ring1][Branch2][=C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][Ti][=C][Ring1][Branch2][N][=C][Ring2][Branch1][N][Ring2][Ring1][=Branch1][S][Ring2][Branch1][P]
