ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),'-HOMO_n(eV),'-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),'-HOMO_p(eV),'-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI
13,5,1.2,1.2,3.4,0.39,0.924,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,5.2,3.44,1.76,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
14,5,0.5,0.5,1.5,0.33,0.96,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,5.6,3.75,1.85,CC1=CC(N(C(CCCCCCCC)CCCCCCCC)C2=C3C=CC(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C57)S4)=C2)=C3C=C1,73,37,1.97
15,5,1,1,3.7,0.35,0.801,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,4.9,3.42,1.48,CC1=CC([Si](CC(CCCC)CC)(CC(CC)CCCC)C2=C3SC(C4=CC=C(C)C5=NSN=C45)=C2)=C3S1,21.6,18,1.2
16,6,9.29,9.17,13.48,0.65,1.06,5.58,3.83,1.75,O=C(C1=C(N(CCCCCCCCCC)C(C1C2C3=CC=C(S3)C(/C(C4=CC=C(C=C4)N5C(C=CC=C6)=C6C7=C5C=CC=C7)=C(C#N)/C#N)=C(C#N)\\C#N)=O)C8=CC=CS8)N2CCCCCCCCCC,976.32,5.45,3.69,1.76,CC(C1C(C2=C(C(C#CC)=C(N2[B-](F)([N]1=C3C)F)C)C)C4=C(C=C(C=C4C)C)C)=C3C#CC5=CC(CC(CC)CCCC)=C(C)S5,12.8,6,2.1
17,7,5.3,5.3,12.48,0.431,0.98,5.3,3.7,1.6,CCCCCCCCN(C1=O)C(C2=CC=C(C3=C(C4=CC=C(C5=O)C6C4=C7C8=CC6C(N5C(CC)CC)=O)C(C7=C(N8CCCCCC)C=C9C(N(C(CC)CC)C%10=O)=O)=C9C%10=C3)S2)=C%11C1=C(C%12=CC=C(C%13=C(C%14=C%15C%16=CC%17C%14C(C(N(C(CC)CC)C%17=O)=O)=C%13)C%18=CC=C%19C%20=C%18C%15=C(N%16CCCCCC)C=C%20C(N(C(CC)CC)C%19=O)=O)S%12)N(CCCCCCCC)C%11=O,1780.35,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
18,7,1.1,1.1,3.78,0.313,0.95,5.3,3.7,1.6,CCCCCCCCN(C1=O)C(C2=CC=C(C3=C(C4=CC=C(C5=O)C6C4=C7C8=CC6C(N5C(CC)CC)=O)C(C7=C(N8CCCCCC)C=C9C(N(C(CC)CC)C%10=O)=O)=C9C%10=C3)S2)=C%11C1=C(C%12=CC=C(C(C=C%13C(N(C(CC)CC)C%14=O)=O)=C%15C%16=C%13C%14=CC=C%16C(C=CC=C%17)=C%17S%15)S%12)N(CCCCCCCC)C%11=O,1524.02,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
19,7,0.2,0.2,0.7,0.239,1.08,5.2,3.3,1.9,CCCCCCCCN(C1=O)C(C2=CC=C(C(C=C3C(N(C(CC)CC)C4=O)=O)=C5C6=C3C4=CC=C6C(C=CC=C7)=C7S5)S2)=C8C1=C(C9=CC=C(C(C=C%10C(N(C(CC)CC)C%11=O)=O)=C%12C%13=C%10C%11=CC=C%13C(C=CC=C%14)=C%14S%12)S9)N(CCCCCCCC)C8=O,1267.69,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
20,8,4.1,3.88,8.46,0.552,0.84,5.64,3.84,1.8,O=C(N(CC(CC)CCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=C6C=CC7C5C(C(N(CC(CC)CCCCC)C7=O)=O)=C4)C8=CC=C9C%10=C8C6=C(OCCOC)C=C%10C(N(CC(CC)CCCC)C9=O)=O)=C(C%11=C%12C=CC1C%112)C%13=CC=C%14C%15=C%13C%12=C(OCCOC)C=C%15C(N(CC(CC)CCCC)C%14=O)=O,1489.92,5.02,3.39,1.63,CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)S1,97.5,46.4,2.1
21,8,5.87,5.65,11.14,0.583,0.876,5.64,3.84,1.8,O=C(N(CC(CC)CCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=C6C=CC7C5C(C(N(CC(CC)CCCCC)C7=O)=O)=C4)C8=CC=C9C%10=C8C6=C(OCCOC)C=C%10C(N(CC(CC)CCCC)C9=O)=O)=C(C%11=C%12C=CC1C%112)C%13=CC=C%14C%15=C%13C%12=C(OCCOC)C=C%15C(N(CC(CC)CCCC)C%14=O)=O,1489.92,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
22,8,7.24,6.94,13.23,0.594,0.887,5.64,3.84,1.8,O=C(N(CC(CC)CCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=C6C=CC7C5C(C(N(CC(CC)CCCCC)C7=O)=O)=C4)C8=CC=C9C%10=C8C6=C(OCCOC)C=C%10C(N(CC(CC)CCCC)C9=O)=O)=C(C%11=C%12C=CC1C%112)C%13=CC=C%14C%15=C%13C%12=C(OCCOC)C=C%15C(N(CC(CC)CCCC)C%14=O)=O,1489.92,5.26,3.71,1.55,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)SCCCCCCCC)=C6C=C(SC6=C4C7=CC=C(S7)SCCCCCCCC)C)=C2S1)C)F)OCC(CCCC)CC,50,25,2
23,9,3.55,3.55,7.57,0.559,0.84,5.9,3.8,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC=C6C7=C5C4=CC=C7C(N(C(CC)CC)C6=O)=O,532.64,5.02,3.39,1.63,CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)S1,97.5,46.4,2.1
24,10,3.63,3.2,8.51,0.47,0.91,5.81,3.65,2.16,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(/C=C(C#N)\\C#N)=C6)(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C4C9=C2C=C(/C=C(C#N)/C#N)S9,1059.53,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
25,10,2.84,2.61,11.02,0.53,0.49,6.04,4.18,1.86,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(/C(C#N)=C(C#N)\\C#N)=C6)(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C4C9=C2C=C(/C(C#N)=C(C#N)/C#N)S9,1109.55,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
26,10,3.57,3.42,11.98,0.5,0.6,5.58,4.06,1.52,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C(C#N)=C(C#N)\\C#N)S7)=C6)(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C=C4C%10=C2C=C(C%11=CC=C(/C(C#N)=C(C#N)/C#N)S%11)S%10,1273.79,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
27,11,3.6,3.6,9.1,0.45,0.88,6.07,3.94,2.13,O=C1C2=C(C=CC(C3=CC=C(C4=C(C=CC=C5C(N(CCC(CCCC)CCCCCC)C6=O)=O)C5=C6C=C4)S3)=C2)C7=CC=C(C8=CC=C(C9=C(C=CC=C%10C(N(CCC(CCCC)CCCCCC)C%11=O)=O)C%10=C%11C=C9)S8)C=C71,1099.5,5.2,3.2,2,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
28,11,2.5,2.5,7.2,0.41,0.86,6.06,3.98,2.08,O=C1C2=C(C=CC(C3=CC=C(C4=C(C=CC=C5C(N(CCC(CCCCCC)CCCCCCCC)C6=O)=O)C5=C6C=C4)S3)=C2)C7=CC=C(C8=CC=C(C9=C(C=CC=C%10C(N(CCC(CCCCCC)CCCCCCCC)C%11=O)=O)C%10=C%11C=C9)S8)C=C71,1211.72,5.2,3.2,2,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
29,11,0.6,0.6,3,0.36,0.56,6.14,4.21,1.93,O=C(N(CCC(CCCC)CCCCCC)C1=O)C2=CC=CC(C2=C1C=C3)=C3C(S4)=CC=C4C5=CC6=C(C=C5)C7=CC=C(C8=CC=C(C9=C(C=CC=C%10C(N(CCC(CCCC)CCCCCC)C%11=O)=O)C%10=C%11C=C9)S8)C=C7/C6=C(C#N)/C#N,1147.55,5.2,3.2,2,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
30,12,8,7.82,13.94,0.598,0.94,5.89,4.18,1.71,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC=C(C4=CC=C(C5=CC=C(C(SC(C6=CC=C(/C=C7C(C(C=CC=C8)=C8C\\7=C(C#N)/C#N)=O)S6)=C9)=C9C%10(CC(CC)CCCC)CC(CC)CCCC)C%10=C5)S4)S3,1051.41,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
31,12,2.75,2.54,7.89,0.374,0.86,5.75,4.26,1.49,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC=C(C(S4)=CC5=C4C(SC(C6=CC=C(/C=C7C(C(C=CC=C8)=C8C\\7=C(C#N)/C#N)=O)S6)=C9)=C9C(CC(CC)CCCC)5CC(CC)CCCC)S3,975.32,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
32,13,9.33,9.33,16.56,0.655,0.86,5.41,3.87,1.54,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C(C=C(SC8=C9C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C8SC(C=C%13C(C(C=CC=C%14)=C%14/C%13=C(C#N)/C#N)=O)=C%12)C9=C%15)=C%15S7,1427.96,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
33,14,7.51,7.43,14.09,0.553,0.96,5.64,3.94,1.7,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.54,2.97,2.57,CC1=CC2=C(S1)C(C3=CC=C(C#C[Si](C(C)C)(C(C)C)C(C)C)S3)=C4C(OC(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)=C4)=C2C9=CC=C(C#C[Si](C(C)C)(C(C)C)C(C)C)S9,58.6,48.8,1.2
34,14,4.38,4.28,9.47,0.509,0.91,5.64,3.94,1.7,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.42,2.95,2.47,CC1=CC2=C(S1)C(C3=CC=C(C#C[Si](C(C)C)(C(C)C)C(C)C)S3)=C4C(OC(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=C6N=C(C9=CC=CC(OCCCCCCCC)=C9)C(C%10=CC(OCCCCCCCC)=CC=C%10)=N8)S5)=C4)=C2C%11=CC=C(C#C[Si](C(C)C)(C(C)C)C(C)C)S%11,66.4,49.2,1.35
35,15,10.2,9.8,15.4,0.68,0.97,5.58,4.02,1.56,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.36,3.48,1.88,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(CCCCCC)C=C(C7=C8C(C(N(CCCCCCCC)C8=O)=O)=C(C9=CC(CCCCCC)=C(C)S9)S7)S6,350,129.6,2.7
36,16,7.17,7.17,13.87,0.58,0.9,5.68,3.91,1.77,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(SCCCCCC)C=C%12)C%13=CC=C(SCCCCCC)C=C%13)=C8C=C6C(C%14=CC=C(SCCCCCC)C=C%14)5C%15=CC=C(SCCCCCC)C=C%15,1556.2,5.37,3.59,1.78,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,50,25,2
37,16,7.49,7.49,14.43,0.6,0.9,5.7,3.9,1.8,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(SCCCCCCCC)C=C%12)C%13=CC=C(SCCCCCCCC)C=C%13)=C8C=C6C(C%14=CC=C(SCCCCCCCC)C=C%14)5C%15=CC=C(SCCCCCCCC)C=C%15,1668.41,5.37,3.59,1.78,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,50,25,2
38,16,8.94,8.94,15.32,0.64,0.92,5.74,3.86,1.88,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(SCC(CC)CCCC)C=C%12)C%13=CC=C(SCC(CC)CCCC)C=C%13)=C8C=C6C(C%14=CC=C(SCC(CC)CCCC)C=C%14)5C%15=CC=C(SCC(CC)CCCC)C=C%15,1668.41,5.37,3.59,1.78,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,50,25,2
39,17,7.06,6.85,10.7,0.664,1,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.44,3.48,1.96,CC1=CC=C(S1)C2=CC=C(S2)C3=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C4=CC5=C(S4)C6=C(C=C(S6)C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=NON=C58)S3,122.8,64.3,1.91
40,17,8.19,7.95,13.3,0.668,0.92,5.69,3.98,1.71,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.44,3.48,1.96,CC1=CC=C(S1)C2=CC=C(S2)C3=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C4=CC5=C(S4)C6=C(C=C(S6)C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=NON=C58)S3,122.8,64.3,1.91
41,18,9.48,9.25,14.27,0.678,0.97,5.46,3.65,1.81,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(/C=C4C(C(C=CC=C5)=C5C/4=C(C#N)/C#N)=O)=C2)(C6=CC=C(CCCCCCCC)C=C6)C7=C3C=C(N(C(CCCCCCCC)CCCCCCCC)C8=CC9=C(C(C%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C/%11=C(C#N)/C#N)=O)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)C=C%158)C%15=C7,1699.46,5.33,2.92,2.41,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
42,19,5.4,5,10.4,0.561,0.93,5.8,3.75,2.05,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C45C(C=C(C6=C(C7=C8C=CC9C7C(C(N(C(CCCCC)CCCCC)C9=O)=O)=C6)C%10=CC=C%11C%12=C%10C8=CC=C%12C(N(C(CCCCC)CCCCC)C%11=O)=O)C=C%13)C%13C%14=C4C=C(C%15=C(C%16=CC=C(C%17=O)C%18C%16=C%19C=CC%18C(N%17C(CCCCC)CCCCC)=O)C(C%19=CC=C%20C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%20C%21=C%15)C=C%14)=C(C%22C5C=CC(C(C=C%23C(N(C(CCCCC)CCCCC)C%24=O)=O)=C%25C%26=C%23C%24=CC=C%26C%27=CC=C(C%28=O)C%29C%27=C%25C=CC%29C(N%28C(CCCCC)CCCCC)=O)=C%22)C=C3)=C(C%30=C%31C=CC1C%302)C%32=CC=C%33C%34=C%32C%31=CC=C%34C(N(C(CCCCC)CCCCC)C%33=O)=O,3120.26,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
43,19,6.7,6.5,12.4,0.622,0.87,5.81,3.84,1.97,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C4=C(C5=CC=C(C6=O)C7C5=C8C=CC7C(N6C(CCCCC)CCCCC)=O)C(C8=CC=C9C(N(C(CCCCC)CCCCC)C%10=O)=O)=C9C%10=C4)=CC(C(C=C%11C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%13C%14=C%11C%12=CC=C%14C%15=CC=C(C%16=O)C%17C%15=C%13C=CC%17C(N%16C(CCCCC)CCCCC)=O)=C3)=C(C%18=C%19C=CC1C%182)C%20=CC=C%21C%22=C%20C%19=CC=C%22C(N(C(CCCCC)CCCCC)C%21=O)=O,2174.96,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
44,19,7.3,7,13.6,0.597,0.9,5.84,3.77,2.07,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC(C7=CC(C8=C(C9=C%10C=CC%11C9C(C(N(C(CCCCC)CCCCC)C%11=O)=O)=C8)C%12=CC=C%13C%14=C%12C%10=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O)=CC(C(C=C%15C(N(C(CCCCC)CCCCC)C%16=O)=O)=C%17C%18=C%15C%16=CC=C%18C%19=CC=C(C%20=O)C%21C%19=C%17C=CC%21C(N%20C(CCCCC)CCCCC)=O)=C7)=CC(C%22=C(C%23=CC=C(C%24=O)C%25C%23=C%26C=CC%25C(N%24C(CCCCC)CCCCC)=O)C(C%26=CC=C%27C(N(C(CCCCC)CCCCC)C%28=O)=O)=C%27C%28=C%22)=C6)C=C%29C%30=C5C4=CC=C%30C(N(C(CCCCC)CCCCC)C%29=O)=O,2956.05,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
45,20,1.57,1.57,3.94,0.46,0.87,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.51,3.82,1.69,CCCCCCC(CCCC)COC1=C(C)C2=NSN=C2C(C3=CC(SC(C)=C4)=C4S3)=C1OCC(CCCC)CCCCCC,123.2,44,2.8
46,20,5.41,5.41,10.42,0.59,0.88,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.49,3.73,1.76,CCCCCCC(CCCC)COC1=C(C)C2=NSN=C2C(C3=CC=C(C4=CC=C(C)S4)S3)=C1OCC(CCCC)CCCCCC,77,35,2.2
47,20,2.46,2.46,7.04,0.38,0.92,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.57,3.94,1.63,CCCCCCC(CCCC)COC1=C(C)C2=NSN=C2C(C3=CC(F)=C(C4=C(F)C=C(C)S4)S3)=C1OCC(CCCC)CCCCCC,108,36,3
