ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),'-HOMO_n(eV),'-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),'-HOMO_p(eV),'-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI\,DonorAcceptor
572,255,3.3,3.1,7.8,0.31,0.998,5.84,3.77,2.07,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21,1065.41,5.3,3.6,1.7,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124.0,72.9,1.70 \,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21
573,255,1.42,1.32,4.4,0.333,0.91,5.89,3.77,2.12,CCn1c(=C(C#N)C#N)s/c(=C\c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(/C=c7\sc(=C(C#N)C#N)n(CC)c7=O)c7nsnc67)ccc5-4)c4cc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)ccc4-c4ccc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)cc43)c3nsnc23)c1=O,1665.9,5.3,3.6,1.7,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124.0,72.9,1.70 \,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCn1c(=C(C#N)C#N)s/c(=C\c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(/C=c7\sc(=C(C#N)C#N)n(CC)c7=O)c7nsnc67)ccc5-4)c4cc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)ccc4-c4ccc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)cc43)c3nsnc23)c1=O
574,256,7.6,7.6,16.85,0.635,0.71,5.66,4.14,1.52,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,1499.92,5.39,3.57,1.82,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,42.0,20.4,2.05 \,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
575,256,4.43,4.43,13.43,0.418,0.79,5.66,4.14,1.52,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,1499.92,5.48,3.56,1.92,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6sc(CC(CC)CCCC)c(Cl)c6Cl)c5s4)s3)c2n1,67.0,21.5,3.12 \,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6sc(CC(CC)CCCC)c(Cl)c6Cl)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
576,256,7.8,7.8,15.55,0.652,0.77,5.66,4.14,1.52,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,1499.92,5.47,3.58,1.89,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,45.9,26.1,1.76 \,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
577,256,9.25,9.25,16.42,0.587,0.96,5.66,4.14,1.52,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,1499.92,5.64,3.57,2.07,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6sc(CC(CC)CCCC)c(Cl)c6Cl)c6sc(C)cc6c(-c6sc(CC(CC)CCCC)c(Cl)c6Cl)c5s4)s3)c2n1,66.8,31.1,2.15 \,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6sc(CC(CC)CCCC)c(Cl)c6Cl)c6sc(C)cc6c(-c6sc(CC(CC)CCCC)c(Cl)c6Cl)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
578,257,6.61,6.56,14.78,0.561,0.8,6.18,3.95,2.23,CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8c9cc%10c(=O)n(C(CCCCC)CCCCC)c(=O)c%11cc%12[se]c%13cc%14c(=O)n(C(CCCCC)CCCCC)c(=O)c%15cc(c8c8cc(c1=O)c2c3c8c7c4c56)c1c9c(c%11%10)c%12c%13c1c%14%15,1494.83,5.22,3.64,1.58,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124.0,72.9,1.70 \,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8c9cc%10c(=O)n(C(CCCCC)CCCCC)c(=O)c%11cc%12[se]c%13cc%14c(=O)n(C(CCCCC)CCCCC)c(=O)c%15cc(c8c8cc(c1=O)c2c3c8c7c4c56)c1c9c(c%11%10)c%12c%13c1c%14%15
579,257,4.45,4.37,14.42,0.395,0.78,6.09,3.92,2.17,CCCCCC(CCCCC)n1c(=O)c2cc3[se]c4cc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8c9cc%10c(=O)n(C(CCCCC)CCCCC)c(=O)c%11cc%12[se]c%13cc%14c(=O)n(C(CCCCC)CCCCC)c(=O)c%15cc(c8c8cc(c1=O)c2c1c3c4c(c56)c7c81)c1c9c(c%11%10)c%12c%13c1c%14%15,1571.77,5.22,3.64,1.58,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124.0,72.9,1.70 \,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCCCCC(CCCCC)n1c(=O)c2cc3[se]c4cc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8c9cc%10c(=O)n(C(CCCCC)CCCCC)c(=O)c%11cc%12[se]c%13cc%14c(=O)n(C(CCCCC)CCCCC)c(=O)c%15cc(c8c8cc(c1=O)c2c1c3c4c(c56)c7c81)c1c9c(c%11%10)c%12c%13c1c%14%15
580,258,4.17,4.17,11.89,0.49,0.716,5.61,4.13,1.48,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=C(C#N)C#N)c7ccccc7S6(=O)=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=C(C#N)C#N)c5ccccc5S4(=O)=O)sc23)cc1,1500.05,5.48,3.47,2.01,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,114.0,60.0,1.90 \,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=C(C#N)C#N)c7ccccc7S6(=O)=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=C(C#N)C#N)c5ccccc5S4(=O)=O)sc23)cc1
581,259,8.37,8.28,15.06,0.616,0.9,5.51,3.78,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,5.33,2.92,2.41,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117.0,58.5,2.00 \,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
582,260,7.71,7.65,18.13,0.546,0.78,5.84,3.89,1.95,CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCC)CCCCC)C%13=O)C(=O)N(C(CCCCC)CCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O,3086.07,5.15,3.31,1.84,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124.0,72.9,1.70 \,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCC)CCCCC)C%13=O)C(=O)N(C(CCCCC)CCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O
583,260,6.84,6.7,13.15,0.604,0.86,5.84,3.89,1.95,CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCC)CCCCC)C%13=O)C(=O)N(C(CCCCC)CCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O,3086.07,5.33,3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117.0,58.5,2.00 \,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCC)CCCCC)C%13=O)C(=O)N(C(CCCCC)CCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O
584,260,7.73,7.64,15.6,0.609,0.81,5.48,3.83,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,5.15,3.31,1.84,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124.0,72.9,1.70 \,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
585,260,10.64,10.5,18.33,0.671,0.86,5.48,3.83,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,5.33,3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117.0,58.5,2.00 \,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
586,261,8.27,8.12,13.08,0.672,0.94,5.51,3.84,1.67,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,5.3,3.5,1.8,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3ccc(-c4c5cc(C)sc5c(-c5ccc(-c6ccc7cc(CC(CCCCCC)CCCCCCCC)ccc7c6)s5)c5cc(-c6sc(-c7sc(-c8cc(CC(CC)CCCC)c(C)s8)c8c7C(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C8=O)cc6CC(CC)CCCC)sc45)s3)ccc2c1,18.3,12.3,1.49 \,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3ccc(-c4c5cc(C)sc5c(-c5ccc(-c6ccc7cc(CC(CCCCCC)CCCCCCCC)ccc7c6)s5)c5cc(-c6sc(-c7sc(-c8cc(CC(CC)CCCC)c(C)s8)c8c7C(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C8=O)cc6CC(CC)CCCC)sc45)s3)ccc2c1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
587,261,10.02,9.9,15.16,0.701,0.943,5.51,3.84,1.67,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,5.3,3.5,1.8,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3ccc(-c4c5cc(C)sc5c(-c5ccc(-c6ccc7cc(CC(CCCCCC)CCCCCCCC)ccc7c6)s5)c5cc(-c6sc(-c7sc(-c8cc(CC(CC)CCCC)c(C)s8)c8c7C(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C8=O)cc6CC(CC)CCCC)sc45)s3)ccc2c1,31.4,19.7,1.59 \,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3ccc(-c4c5cc(C)sc5c(-c5ccc(-c6ccc7cc(CC(CCCCCC)CCCCCCCC)ccc7c6)s5)c5cc(-c6sc(-c7sc(-c8cc(CC(CC)CCCC)c(C)s8)c8c7C(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C8=O)cc6CC(CC)CCCC)sc45)s3)ccc2c1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
588,261,5.52,5.35,11.43,0.511,0.946,5.51,3.84,1.67,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,5.3,3.5,1.8,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3ccc(-c4c5cc(C)sc5c(-c5ccc(-c6ccc7cc(CC(CCCCCC)CCCCCCCC)ccc7c6)s5)c5cc(-c6sc(-c7sc(-c8cc(CC(CC)CCCC)c(C)s8)c8c7C(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C8=O)cc6CC(CC)CCCC)sc45)s3)ccc2c1,73.3,32.6,2.25 \,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3ccc(-c4c5cc(C)sc5c(-c5ccc(-c6ccc7cc(CC(CCCCCC)CCCCCCCC)ccc7c6)s5)c5cc(-c6sc(-c7sc(-c8cc(CC(CC)CCCC)c(C)s8)c8c7C(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C8=O)cc6CC(CC)CCCC)sc45)s3)ccc2c1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
589,262,2.55,2.5,5.81,0.61,0.72,5.53,3.79,1.74,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc35)sc2-4)cc1,1582.17,5.0,3.1,1.9,CCCCCCc1cc(C)sc1C,21.1,11.6,1.82 \,CCCCCCc1cc(C)sc1C.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc35)sc2-4)cc1
