Acceptor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
ITIC-Cl,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)C(=O)c2cc(Cl)c(Cl)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(Cl)c(Cl)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(Cl)c(Cl)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][Branch1][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Ring2][#Branch1][Ring1]
C8-ITIC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4cc5c6c(sc5cc4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][C][C][=C][Branch2][Ring2][#Branch1][S][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][C][=Ring1][N][C][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring2][N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][#C]
,N#CC(C#N)=C1C(=Cc2cc3c(s2)-c2sc4cc5c6c(sc5cc4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(C=C3C(=O)c4cc(Cl)ccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(Cl)ccc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(C=C4C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)sc3c3sc4cc5c6c(sc5cc4c32)c2sc(C=C3C(=O)c4cc(Cl)ccc4C3=C(C#N)C#N)cc2C6(c2ccc([R14])cc2)c2ccc([R14])cc2)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][C][=Branch2][=Branch2][=N][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][C][C][=C][Branch2][Ring2][#Branch1][S][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][C][=Ring1][N][C][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][N][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][=Branch1][C][Ring2][Ring2][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring2][=Branch1][P]
BDCPDT-IC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4cc5c6c(sc5cc4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][C][C][=C][Branch2][Ring2][#Branch1][S][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][C][=Ring1][N][C][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring2][N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][#C]
NFBDT-F,N#CC(C#N)=C1C(=Cc2cc3c(s2)-c2sc4cc5c6c(sc5cc4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(F)ccc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4cc5c6c(sc5cc4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc([R14])cc2)c2ccc([R14])cc2)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][C][=Branch2][=Branch2][=N][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][C][C][=C][Branch2][Ring2][#Branch1][S][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][C][=Ring1][N][C][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][N][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][=Branch1][C][Ring2][Ring2][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring2][=Branch1][P]
SN6IC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)c2sc4c(sc5c6sc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)cc6n(C([Mo])[Mo])c54)c2n3C([Mo])[Mo])C(=O)c2ccccc21,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2n(C([R14])[R14])c3c4sc5c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6n(C([R14])[R14])c5c4sc3c2s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][Ring1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][Branch2][Branch1][Branch1][S][C][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][N][Branch1][=Branch1][C][Branch1][C][Mo][Mo][C][=Ring2][Ring1][O][Ring2][Ring1][=C][C][=Ring2][Ring1][P][N][Ring2][Ring2][Branch1][C][Branch1][C][Mo][Mo][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][Branch1]
SN6IC-4F,N#CC(C#N)=C1/C(=C/c2cc3c(s2)c2sc4c(sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(C([Mo])[Mo])c54)c2n3C([Mo])[Mo])C(=O)c2cc(F)c(F)cc21,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2n(C([R14])[R14])c3c4sc5c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6n(C([R14])[R14])c5c4sc3c2s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][=Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][Branch2][Branch1][O][S][C][C][S][C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][#Branch1][N][Branch1][=Branch1][C][Branch1][C][Mo][Mo][C][=Ring2][Ring1][=N][Ring2][Ring1][S][C][=Ring2][Ring2][Ring1][N][Ring2][Ring2][#Branch1][C][Branch1][C][Mo][Mo][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][Branch1][=Branch2]
IDT-TBA,CCN1C(=O)C(=Cc2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(C=C3C(=O)N(CC)C(=S)N(CC)C3=O)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)N(CC)C1=S,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)sc3c3cc4c(c5sc(/C=C6C(N(C(N(C\6=O)CC)=S)CC)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[C][C][N][C][=Branch1][C][=O][C][=Branch2][Branch2][S][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][N][=O][=C][C][=Ring2][Ring1][Ring1][C][Ring2][Ring2][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][Ring2][=Branch1][#Branch1][=S]
IDDT-TBA,CCN1C(=O)C(=Cc2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)sc23)C(=O)N(CC)C1=S,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(N(C(N(C\5=O)CC)=S)CC)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[C][C][N][C][=Branch1][C][=O][C][=Branch2][=Branch2][#C][=C][C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][N][=O][S][C][Ring2][Ring1][=Branch1][=Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][Ring2][=Branch1][=N][=S]
O-NTIC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2c(ccc4c5c(ccc24)C(c2ccc(O[Co])cc2)(c2ccc(O[Co])cc2)c2cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc2-5)C3(c2ccc(O[Co])cc2)c2ccc(O[Co])cc2)C(=O)c2ccccc21,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(O[R7])cc5)c5ccc(O[R7])cc5)c4ccc3C2(c2ccc(O[R7])cc2)c2ccc(O[R7])cc2)s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#C][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][#Branch1][C][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][Ring2][Ring2][O][C][Ring2][Branch1][Ring2][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][P]
O-NTNC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2c(ccc4c5c(ccc24)C(c2ccc(O[Co])cc2)(c2ccc(O[Co])cc2)c2cc(/C=C4\C(=O)c6cc7ccccc7cc6C4=C(C#N)C#N)sc2-5)C3(c2ccc(O[Co])cc2)c2ccc(O[Co])cc2)C(=O)c2cc3ccccc3cc21,O=C(c1cc2ccccc2cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7C(c8cc9ccccc9cc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(O[R7])cc5)c5ccc(O[R7])cc5)c4ccc3C2(c2ccc(O[R7])cc2)c2ccc(O[R7])cc2)s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][Branch1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][#Branch1][Branch2][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Ring1][=C][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][=Branch2][Ring2][Ring2][#C][C][Ring2][Branch1][Branch2][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][O][Co][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][Ring2][#Branch1][=Branch2]
BTTFIC,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C([Ti])([Ti])c2cc3c(cc2-4)C([Ti])([Ti])c2cc4c(cc2-3)C([Ti])([Ti])c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)C(=O)c2ccccc21,O=C1c2c(C(/C1=C/c1cc3sc(c4cc(C5([R2])[R2])c(c6c5cc(c5c(C([R2])7[R2])c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8s5)c7c6)cc4C4([R2])[R2])c4c3s1)=C(C#N)/C#N)cccc2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][Branch2][Branch2][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][=N][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][=N][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][Ring1][=Branch2][S][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][Branch2][=Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][S]
NFTI,N#CC(C#N)=C1/C(=C/c2sc(-c3ccc4c(c3)C([Ti])([Ti])c3cc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6cc([Ti])sc56)ccc3-4)c3sc([Ti])cc23)C(=O)c2ccccc21,O=C1c2c(C(/C1=C/c1c3cc([R2])sc3c(c3cc(C4([R2])[R2])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)/C#N)=O)c6cc([R2])sc46)cc5)cc3)s1)=C(C#N)\C#N)cccc2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][S][=C][/C][S][C][Branch2][=Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Ring2][N][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=C][Branch1][C][Ti][S][C][=Ring2][Ring1][=Branch2][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][#C][Ring2][Ring2][Branch1][=C][S][C][Branch1][C][Ti][=C][C][=Ring2][Ring2][P][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][N]
F5IC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(F)c(F)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][=Branch1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][#Branch1][C][Ring2][Ring2][O][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][=Branch1][=N]
F7IC,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)C(=O)c2cc(F)c(F)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][Branch1][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][#Branch1][Ring1]
,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2c(ccc4c5c(ccc24)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc2-5)C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(F)c(F)cc21,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3ccc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C5(c6ccc([R14])cc6)c6ccc([R14])cc6)c5ccc4c32)c1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][P][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][#Branch1][=Branch1][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Ring2][O][C][Ring2][Branch1][Ring2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][=Branch1][P]
