Donor,Donor_SMILES,Acceptor,Acceptor_SMILES,DA_manual_tokenized,AD_manual_tokenized,DA_manual_tokenized_aug,AD_manual_tokenized_aug,HOMO_D (eV),LUMO_D (eV),HOMO_A (eV),LUMO_A (eV),D:A ratio (m/m),solvent,total solids conc. (mg/mL),solvent additive,solvent additive conc. (%v/v),active layer thickness (nm),annealing temperature,hole contact layer,electron contact layer,hole mobility blend (cm^2 V^-1 s^-1),electron mobility blend (cm^2 V^-1 s^-1),PCE (%),calc_PCE (%),Voc (V),Jsc (mA cm^-2),FF (%),Acceptor_BigSMILES,Donor_BigSMILES
PTB7-Th,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,BT-FIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,"[0, 0, 0, 0, 49, 101, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216]","[0, 0, 0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 49, 101]","[[0, 0, 0, 0, 49, 101, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216], [0, 0, 0, 0, 101, 49, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216]]","[[0, 0, 0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 49, 101], [0, 0, 0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 101, 49]]",-5.22,-3.64,-5.48,-4.1,0.667,,,PN,1.5,,-1.0,MoOx,ZnO,0.000855,0.000204,9.8,10.1,0.73,21.28,65.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F[>][]}
PBTT,CCCCCCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,IEICO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,"[0, 0, 0, 0, 49, 171, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]","[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 171]","[[0, 0, 0, 0, 49, 171, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221], [0, 0, 0, 0, 171, 49, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]]","[[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 171], [0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 171, 49]]",,,,,,,,,-1.0,,-1.0,,,,,9.5,9.44,0.86,17.9,61.3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCCCOC(=O)c1sc2csc(C)c2c1F[>][]}
PTB7-Th,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,IEICO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,"[0, 0, 0, 0, 49, 101, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]","[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 101]","[[0, 0, 0, 0, 49, 101, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221], [0, 0, 0, 0, 101, 49, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]]","[[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 101], [0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 101, 49]]",,,,,,,,,-1.0,,-1.0,,,,,7.3,7.32,0.91,13.3,60.5,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F[>][]}
PBDTTT-C-T,CCCCC(CC)CC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,IEICO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,"[0, 0, 0, 0, 49, 112, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]","[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 112]","[[0, 0, 0, 0, 49, 112, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221], [0, 0, 0, 0, 112, 49, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]]","[[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 112], [0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 112, 49]]",,,,,,,,,-1.0,,-1.0,,,,,6.5,6.46,0.89,12.3,59.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCC(CC)CC(=O)c1cc2c(C)scc2s1[>][]}
PBDTTT-E-T,CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,IEICO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,"[0, 0, 0, 0, 49, 102, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]","[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 102]","[[0, 0, 0, 0, 49, 102, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221], [0, 0, 0, 0, 102, 49, 1, 221, 228, 7, 218, 220, 218, 7, 228, 221]]","[[0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 49, 102], [0, 0, 0, 0, 221, 228, 7, 218, 220, 218, 7, 228, 221, 1, 102, 49]]",,,,,,,,,-1.0,,-1.0,,,,,8.4,8.42,0.82,17.7,58.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCC(CC)COC(=O)c1cc2c(C)scc2s1[>][]}
PBZ-TS,CCCCCCC(CCCC)CSn1nc2c(-c3cc(SCC(CC)CCCC)c(C)s3)c(F)c(F)c(-c3cc(SCC(CC)CCCC)c(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c2n1,ITIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 14, 172, 20, 173, 1, 221, 79, 218, 220, 218, 79, 221]","[0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 14, 172, 20, 173]","[[0, 0, 0, 0, 14, 172, 20, 173, 1, 221, 79, 218, 220, 218, 79, 221], [0, 0, 0, 0, 173, 14, 172, 20, 1, 221, 79, 218, 220, 218, 79, 221], [0, 0, 0, 0, 20, 173, 14, 172, 1, 221, 79, 218, 220, 218, 79, 221], [0, 0, 0, 0, 172, 20, 173, 14, 1, 221, 79, 218, 220, 218, 79, 221]]","[[0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 14, 172, 20, 173], [0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 173, 14, 172, 20], [0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 20, 173, 14, 172], [0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 172, 20, 173, 14]]",-5.11,-2.42,,,1.0,,,,-1.0,,-1.0,PEDOT:PSS,PDINO,0.000701,0.000146,8.08,8.11,0.93,16.73,52.1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]CCCCC(CC)CSc1ccsc1[>][<]}{[>][<]CCCCCCC(CCCC)CSn1nc2cc(F)c(F)cc2n1CCCCC(CC)CSc1ccsc1C[>][]}
PBT1-EH,CCCCCCC(CCCC)CSc1sc(SCC(CCCC)CCCCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c1C2=O,IDTCN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cscc5C3=C(C#N)C#N)sc2-4)cc1,"[0, 0, 0, 0, 14, 7, 174, 9, 1, 254, 7, 218, 220, 218, 7, 254]","[0, 0, 0, 0, 254, 7, 218, 220, 218, 7, 254, 1, 14, 7, 174, 9]","[[0, 0, 0, 0, 14, 7, 174, 9, 1, 254, 7, 218, 220, 218, 7, 254], [0, 0, 0, 0, 9, 14, 7, 174, 1, 254, 7, 218, 220, 218, 7, 254], [0, 0, 0, 0, 174, 9, 14, 7, 1, 254, 7, 218, 220, 218, 7, 254], [0, 0, 0, 0, 7, 174, 9, 14, 1, 254, 7, 218, 220, 218, 7, 254]]","[[0, 0, 0, 0, 254, 7, 218, 220, 218, 7, 254, 1, 14, 7, 174, 9], [0, 0, 0, 0, 254, 7, 218, 220, 218, 7, 254, 1, 9, 14, 7, 174], [0, 0, 0, 0, 254, 7, 218, 220, 218, 7, 254, 1, 174, 9, 14, 7], [0, 0, 0, 0, 254, 7, 218, 220, 218, 7, 254, 1, 7, 174, 9, 14]]",-5.43,-3.43,-5.91,-3.94,1.0,CF,14.0,,-1.0,110.0,100.0,PEDOT:PSS,ZrAcAc,0.0012,0.0023,8.69,8.54,0.93,13.08,70.2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cscc5C3=C(C#N)C#N)sc2-4)cc1,{[][<]CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCC(CCCC)CSc1sc(SCC(CCCC)CCCCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IDT-T,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1,"[0, 0, 49, 7, 100, 9, 1, 221, 7, 7, 218, 220, 218, 7, 7, 221]","[0, 0, 221, 7, 7, 218, 220, 218, 7, 7, 221, 1, 49, 7, 100, 9]","[[0, 0, 49, 7, 100, 9, 1, 221, 7, 7, 218, 220, 218, 7, 7, 221], [0, 0, 9, 49, 7, 100, 1, 221, 7, 7, 218, 220, 218, 7, 7, 221], [0, 0, 100, 9, 49, 7, 1, 221, 7, 7, 218, 220, 218, 7, 7, 221], [0, 0, 7, 100, 9, 49, 1, 221, 7, 7, 218, 220, 218, 7, 7, 221]]","[[0, 0, 221, 7, 7, 218, 220, 218, 7, 7, 221, 1, 49, 7, 100, 9], [0, 0, 221, 7, 7, 218, 220, 218, 7, 7, 221, 1, 9, 49, 7, 100], [0, 0, 221, 7, 7, 218, 220, 218, 7, 7, 221, 1, 100, 9, 49, 7], [0, 0, 221, 7, 7, 218, 220, 218, 7, 7, 221, 1, 7, 100, 9, 49]]",-5.49,-3.69,-5.57,-4.01,1.0,CB,15.0,,-1.0,90.0,-1.0,MoOx,ZnO,0.000166,8.19e-06,6.36,6.36,0.952,11.21,59.62,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IDT-3MT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5C(=O)OC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C(=O)OC)sc2-4)cc1,"[0, 0, 49, 7, 100, 9, 1, 221, 249, 7, 218, 220, 218, 7, 249, 221]","[0, 0, 221, 249, 7, 218, 220, 218, 7, 249, 221, 1, 49, 7, 100, 9]","[[0, 0, 49, 7, 100, 9, 1, 221, 249, 7, 218, 220, 218, 7, 249, 221], [0, 0, 9, 49, 7, 100, 1, 221, 249, 7, 218, 220, 218, 7, 249, 221], [0, 0, 100, 9, 49, 7, 1, 221, 249, 7, 218, 220, 218, 7, 249, 221], [0, 0, 7, 100, 9, 49, 1, 221, 249, 7, 218, 220, 218, 7, 249, 221]]","[[0, 0, 221, 249, 7, 218, 220, 218, 7, 249, 221, 1, 49, 7, 100, 9], [0, 0, 221, 249, 7, 218, 220, 218, 7, 249, 221, 1, 9, 49, 7, 100], [0, 0, 221, 249, 7, 218, 220, 218, 7, 249, 221, 1, 100, 9, 49, 7], [0, 0, 221, 249, 7, 218, 220, 218, 7, 249, 221, 1, 7, 100, 9, 49]]",-5.49,-3.69,-5.68,-4.16,1.0,CB,15.0,,-1.0,90.0,-1.0,MoOx,ZnO,2.07e-05,1.02e-05,8.4,8.41,0.95,14.43,61.32,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5C(=O)OC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C(=O)OC)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,SiIDT-IC,CCCCCCc1ccc([Si]2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)[Si](c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 7, 250, 220, 250, 7, 221]","[0, 0, 0, 0, 221, 7, 250, 220, 250, 7, 221, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 7, 250, 220, 250, 7, 221], [0, 0, 0, 0, 9, 49, 7, 100, 1, 221, 7, 250, 220, 250, 7, 221], [0, 0, 0, 0, 100, 9, 49, 7, 1, 221, 7, 250, 220, 250, 7, 221], [0, 0, 0, 0, 7, 100, 9, 49, 1, 221, 7, 250, 220, 250, 7, 221]]","[[0, 0, 0, 0, 221, 7, 250, 220, 250, 7, 221, 1, 49, 7, 100, 9], [0, 0, 0, 0, 221, 7, 250, 220, 250, 7, 221, 1, 9, 49, 7, 100], [0, 0, 0, 0, 221, 7, 250, 220, 250, 7, 221, 1, 100, 9, 49, 7], [0, 0, 0, 0, 221, 7, 250, 220, 250, 7, 221, 1, 7, 100, 9, 49]]",-5.33,-3.53,-5.47,-3.78,1.0,CB,,,-1.0,,110.0,MoOx,PFN-Br,0.000342,0.000102,8.16,8.16,0.92,13.53,65.56,CCCCCCc1ccc([Si]2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)[Si](c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 7, 233, 220, 233, 7, 221]","[0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 9, 49, 7, 100, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 100, 9, 49, 7, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 7, 100, 9, 49, 1, 221, 7, 233, 220, 233, 7, 221]]","[[0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 49, 7, 100, 9], [0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 9, 49, 7, 100], [0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 100, 9, 49, 7], [0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 7, 100, 9, 49]]",-5.33,-3.53,-5.53,-3.91,1.0,CB,,,-1.0,,110.0,MoOx,PFN-Br,,,8.83,8.84,0.81,16.69,65.36,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IDTBOR,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nonc45)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nonc24)sc1-3,"[0, 0, 49, 7, 100, 9, 1, 239, 251, 7, 233, 220, 233, 7, 251, 239]","[0, 0, 239, 251, 7, 233, 220, 233, 7, 251, 239, 1, 49, 7, 100, 9]","[[0, 0, 49, 7, 100, 9, 1, 239, 251, 7, 233, 220, 233, 7, 251, 239], [0, 0, 9, 49, 7, 100, 1, 239, 251, 7, 233, 220, 233, 7, 251, 239], [0, 0, 100, 9, 49, 7, 1, 239, 251, 7, 233, 220, 233, 7, 251, 239], [0, 0, 7, 100, 9, 49, 1, 239, 251, 7, 233, 220, 233, 7, 251, 239]]","[[0, 0, 239, 251, 7, 233, 220, 233, 7, 251, 239, 1, 49, 7, 100, 9], [0, 0, 239, 251, 7, 233, 220, 233, 7, 251, 239, 1, 9, 49, 7, 100], [0, 0, 239, 251, 7, 233, 220, 233, 7, 251, 239, 1, 100, 9, 49, 7], [0, 0, 239, 251, 7, 233, 220, 233, 7, 251, 239, 1, 7, 100, 9, 49]]",-5.33,-3.53,-5.49,-3.93,0.5,CB,,,-1.0,100.0,130.0,MoOx,ZnO/PFN-Br,0.000231,3.08e-05,7.74,7.78,0.89,15.98,54.67,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nonc45)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nonc24)sc1-3,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
