Donor,Acceptor,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,total_solids_conc_mg_mL,solvent_additive,active_layer_thickness_nm,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,Donor_BRICS,Acceptor_BRICS,DA_pair_BRICS,DA_tokenized_BRICS
PTB7-Th,6TIC,-5.204782608695651,-3.5391891891891896,-5.33,-3.885,0.667,CB,25.0,DIO,100.0,150,MoOx,ZnO,11.07,11.06,0.831,66.16,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3c(sc4ccsc34)-c3sc4c5c(sc4c32)-c2sc3ccsc3c2C5(c2ccccc2)c2ccccc2)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3c(sc4ccsc34)-c3sc4c5c(sc4c32)-c2sc3ccsc3c2C5(c2ccccc2)c2ccccc2)cc1']","[0, 0, 0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 9, 10, 11, 12, 13]"
PTB7-Th,COi8DFIC,-5.204782608695651,-3.5391891891891896,-5.5,-3.88,1.0,CB,18.0,DIO,124.0,25,MoOx,ZnO,12.16,12.11,0.68,68.2,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2cc(F)c(F)cc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)Oc3c(sc4c5c(sc34)-c3sc4ccsc4c3C(c3ccccc3)(c3ccccc3)O5)-c3sc4ccsc4c32)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2cc(F)c(F)cc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)Oc3c(sc4c5c(sc34)-c3sc4ccsc4c3C(c3ccccc3)(c3ccccc3)O5)-c3sc4ccsc4c32)cc1']","[0, 0, 0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 9, 39, 11, 12, 147]"
PTB7-Th,IDT-2BR,-5.204782608695651,-3.5391891891891896,-5.52,-3.69,1.0,o-DCB:CF (4:1),15.0,CN,80.0,25,PEDOT:PSS,Ca,7.7,8.32,0.99,60.0,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['CC', 'O=C1CSC(=S)N1', 'C', 'CCCCCC', 'c1ccc2nsnc2c1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'CC', 'O=C1CSC(=S)N1', 'C', 'CCCCCC', 'c1ccc2nsnc2c1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[0, 0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 21, 69, 11, 12, 34, 36]"
PTB7-Th,IDT-2BR1,-5.204782608695651,-3.5391891891891896,-5.37,-3.67,1.0,o-DCB:CF (4:1),15.0,CN,80.0,25,PEDOT:PSS,Ca,8.7,8.66,0.95,60.0,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['CC', 'O=C1CSC(=S)N1', 'C', 'c1ccc2nsnc2c1', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'CC', 'O=C1CSC(=S)N1', 'C', 'c1ccc2nsnc2c1', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","[0, 0, 0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 21, 69, 11, 34, 28]"
PTB7-Th,T1,-5.204782608695651,-3.5391891891891896,-5.42,-3.91,0.556,CB,20.0,_,120.0,25,MoOx,ZnO,9.82,9.8,0.72,65.0,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['O', 'CCCCC(C)CC', 'C=O', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'Fc1csc2cscc12', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'O', 'CCCCC(C)CC', 'C=O', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'Fc1csc2cscc12', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[2, 3, 4, 3, 33, 6, 8, 1, 2, 3, 4, 9, 10, 11, 12, 148, 36]"
PTB7-Th,T3,-5.204782608695651,-3.5391891891891896,-5.31,-4.0,0.556,CB,20.0,_,120.0,25,MoOx,ZnO,9.43,9.39,0.61,70.0,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['O', 'CCCCC(C)CC', 'C=O', 'N#CCC#N', 'O=C1CCc2cc(F)c(F)cc21', 'C', 'CCCCCC', 'Fc1csc2cscc12', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'O', 'CCCCC(C)CC', 'C=O', 'N#CCC#N', 'O=C1CCc2cc(F)c(F)cc21', 'C', 'CCCCCC', 'Fc1csc2cscc12', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[2, 3, 4, 3, 33, 6, 8, 1, 2, 3, 4, 9, 39, 11, 12, 148, 36]"
PTB7-Th,ATT-1,-5.204782608695651,-3.5391891891891896,-5.5,-3.63,0.667,o-DCB,25.0,DIO,130.0,25,PEDOT:PSS,PFN-Br,10.07,10.04,0.87,70.0,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['O', 'CCCCCCCC', 'C=O', 'CC', 'CCCCCC', 'N#CC(C#N)=c1nc(=O)/c(=C\\c2scc3sccc23)s1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'O', 'CCCCCCCC', 'C=O', 'CC', 'CCCCCC', 'N#CC(C#N)=c1nc(=O)/c(=C\\c2scc3sccc23)s1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 2, 20, 4, 21, 12, 149, 36]"
PDBT-T1,IC-C6IDT-IC,-5.36,-3.43,-5.69,-3.91,1.0,CF,12.0,_,90.0,25,MoOx,ZnO,8.71,8.71,0.89,65.0,"['CCCCCCCC', 'CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2sc3cc4c(cc3c2s1)sc1ccsc14']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","['CCCCCCCC', 'CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2sc3cc4c(cc3c2s1)sc1ccsc14', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","[0, 0, 0, 0, 0, 0, 20, 3, 5, 6, 29, 30, 1, 9, 10, 11, 28]"
PBDTT-6ttTPD,ITIC,-5.36,-3.51,-5.574146341463415,-3.915,1.0,CF,12.0,DIO,100.0,25,MoOx,ZnO,9.98,9.98,0.942,67.8,"['CCCCCCCCCCCCCCCCC', 'CCCCCCCCC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CCCCCCCCCCCCCCCCC', 'CCCCCCCCC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 0, 108, 77, 12, 150, 6, 151, 7, 8, 1, 9, 10, 11, 12, 14]"
PMOT16,ITIC,-5.52,-3.66,-5.574146341463415,-3.915,1.0,CF,12.0,DIO,100.0,25,MoOx,ZnO,7.63,7.64,1.001,58.7,"['CO', 'CCCCCCCCC(C)CCCCCC', 'CCCCC(C)CC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CO', 'CCCCCCCCC(C)CCCCCC', 'CCCCC(C)CC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 61, 16, 3, 12, 150, 6, 151, 7, 8, 1, 9, 10, 11, 12, 14]"
PBDTT-6ttTPD,IDIC,-5.36,-3.51,-5.706,-4.002666666666667,1.0,CF,12.0,DIO,100.0,25,MoOx,ZnO,8.58,8.58,0.822,65.5,"['CCCCCCCCCCCCCCCCC', 'CCCCCCCCC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","['CCCCCCCCCCCCCCCCC', 'CCCCCCCCC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","[0, 0, 0, 0, 108, 77, 12, 150, 6, 151, 7, 8, 1, 9, 10, 11, 28]"
PMOT16,IDIC,-5.52,-3.66,-5.706,-4.002666666666667,1.0,CF,12.0,DIO,100.0,25,MoOx,ZnO,10.04,10.04,0.925,67.3,"['CO', 'CCCCCCCCC(C)CCCCCC', 'CCCCC(C)CC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","['CO', 'CCCCCCCCC(C)CCCCCC', 'CCCCC(C)CC', 'CCCCCC', 'Cc1cc2sccc2s1', 'c1ccsc1', 'O=C1NC(=O)c2cscc21', 'c1cc2sccc2s1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","[0, 0, 0, 61, 16, 3, 12, 150, 6, 151, 7, 8, 1, 9, 10, 11, 28]"
PTZP,IDIC,-5.41,-3.4,-5.706,-4.002666666666667,0.667,CB,18.0,DIO,100.0,25,PEDOT:PSS,PFN-Br,11.8,11.81,0.9,73.3,"['CCCCCCC(C)CCCC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'c1ccsc1', 'c1nc2scnc2s1', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","['CCCCCCC(C)CCCC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'c1ccsc1', 'c1nc2scnc2s1', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCC)(CCCCCC)c1ccsc1-3']","[0, 0, 0, 0, 32, 3, 24, 5, 6, 6, 124, 8, 1, 9, 10, 11, 28]"
PTB7-Th,IDT-BT-R,-5.204782608695651,-3.5391891891891896,-5.3,-3.56,0.667,DCB,25.0,_,100.0,150,PEDOT:PSS,Ca,8.2,8.2,1.02,59.1,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['CC', 'O=C1CSC(=S)N1', 'C', 'CCCCCC', 'c1ccc2nsnc2c1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'CC', 'O=C1CSC(=S)N1', 'C', 'CCCCCC', 'c1ccc2nsnc2c1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[0, 0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 21, 69, 11, 12, 34, 36]"
PTB7-Th,IDT-BT-R-CN,-5.204782608695651,-3.5391891891891896,-5.38,-3.67,0.5,DCB,25.0,_,100.0,150,PEDOT:PSS,Ca,5.5,5.47,0.88,50.1,"['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1']","['CCCCCC', 'N#CC(C#N)=c1nc(=O)/c(=C\\c2cccc3nsnc23)s1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['O', 'CCCCC(C)CC', 'C=O', 'CCCCC(C)CC', 'Cc1scc2scc(F)c12', 'c1ccsc1', 'Cc1cc2cc3sccc3cc2s1', '.', 'CCCCCC', 'N#CC(C#N)=c1nc(=O)/c(=C\\c2cccc3nsnc23)s1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[0, 0, 0, 0, 0, 0, 2, 3, 4, 3, 33, 6, 8, 1, 12, 125, 36]"
J52,IEICO-4F,-5.218571428571429,-3.341428571428572,-5.309971428571429,-3.851028571428572,0.667,CB,25.0,DIO,100.0,100,PEDOT:PSS,PFN-Br,9.4,9.4,0.734,58.5,"['CCCCCCCCC(C)CCCCCC', 'CCCCC(C)CC', 'CCCCC(C)CC', 'c1ccsc1', 'Cc1cccs1', 'Fc1cc2nnnc2cc1F', 'Cc1cc2cc3sccc3cc2s1']","['CCCCC(C)CC', 'O', 'N#CCC#N', 'O=C1CCc2cc(F)c(F)cc21', 'C', 'CCCCCC', 'c1ccsc1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['CCCCCCCCC(C)CCCCCC', 'CCCCC(C)CC', 'CCCCC(C)CC', 'c1ccsc1', 'Cc1cccs1', 'Fc1cc2nnnc2cc1F', 'Cc1cc2cc3sccc3cc2s1', '.', 'CCCCC(C)CC', 'O', 'N#CCC#N', 'O=C1CCc2cc(F)c(F)cc21', 'C', 'CCCCCC', 'c1ccsc1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[0, 16, 3, 3, 6, 5, 18, 8, 1, 3, 2, 9, 39, 11, 12, 6, 36]"
PffT2-FTAZ-2DT,IEIC,-5.28,-3.37,-5.455,-3.8625,1.0,CB,6.0,_,80.0,90,V2O5,ZnO,7.2,7.18,0.998,59.0,"['CCC', 'CCCCCCCCCCCCC(C)CCCCCCCCCC', 'Cc1cc(F)cs1', 'Cc1cccs1', 'Fc1ccsc1', 'c1ccsc1', 'Fc1cc2nnnc2cc1F']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCC(C)CC', 'CCCCCC', 'c1ccsc1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","['CCC', 'CCCCCCCCCCCCC(C)CCCCCCCCCC', 'Cc1cc(F)cs1', 'Cc1cccs1', 'Fc1ccsc1', 'c1ccsc1', 'Fc1cc2nnnc2cc1F', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCC(C)CC', 'CCCCCC', 'c1ccsc1', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sccc32)C(c2ccccc2)(c2ccccc2)c2ccsc2-4)cc1']","[0, 0, 100, 114, 153, 5, 23, 6, 18, 1, 9, 10, 11, 3, 12, 6, 36]"
PBDB-T,IT-M,-5.297714285714285,-3.4170000000000003,-5.513571428571429,-3.808,1.0,CB,20.0,DIO,100.0,160,MoOx,ZnO,12.05,12.05,0.94,73.5,"['CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'Cc1ccc2c(c1)CCC2=O', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'Cc1ccc2c(c1)CCC2=O', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 0, 0, 0, 0, 3, 5, 6, 29, 8, 1, 9, 15, 11, 12, 14]"
PBDB-T,IT-DM,-5.297714285714285,-3.4170000000000003,-5.515,-3.855,1.0,CB,20.0,DIO,100.0,160,MoOx,ZnO,11.29,11.29,0.97,70.6,"['CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1']","['N#CCC#N', 'Cc1cc2c(cc1C)C(=O)CC2', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1', '.', 'N#CCC#N', 'Cc1cc2c(cc1C)C(=O)CC2', 'C', 'CCCCCC', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 0, 0, 0, 0, 3, 5, 6, 29, 8, 1, 9, 154, 11, 12, 14]"
PBDB-ST,ITIC-SC6,-5.37,-3.59,-5.68,-3.91,1.0,DCB,8.0,CBA,80.0,110,MoOx,ZnO,7.27,7.24,0.9,58.0,"['CCCCC(C)CC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1']","['CCCCCC', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'S', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CCCCC(C)CC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1', '.', 'CCCCCC', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'S', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 0, 3, 3, 24, 5, 6, 29, 8, 1, 12, 9, 10, 11, 24, 14]"
PBDB-ST,ITIC-SC8,-5.37,-3.59,-5.7,-3.9,1.0,DCB,8.0,CBA,80.0,110,MoOx,ZnO,7.79,7.79,0.9,60.0,"['CCCCC(C)CC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1']","['CCCCCCCC', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'S', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CCCCC(C)CC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1', '.', 'CCCCCCCC', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'S', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 0, 3, 3, 24, 5, 6, 29, 8, 1, 20, 9, 10, 11, 24, 14]"
PBDB-ST,ITIC-SC2C6,-5.37,-3.59,-5.74,-3.86,1.0,DCB,8.0,CBA,80.0,110,MoOx,ZnO,9.16,9.02,0.92,64.0,"['CCCCC(C)CC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1']","['CCCCC(C)CC', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'S', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","['CCCCC(C)CC', 'CCCCC(C)CC', 'S', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2cc3sccc3cc2s1', '.', 'CCCCC(C)CC', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'S', 'c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccccc2)(c2ccccc2)c2c-4sc3ccsc23)cc1']","[0, 0, 0, 3, 3, 24, 5, 6, 29, 8, 1, 3, 9, 10, 11, 24, 14]"
PDBT-T1,ITIC-Th,-5.36,-3.43,-5.673333333333334,-3.908888888888889,1.0,CF,12.0,CN,100.0,25,MoOx,ZnO,9.6,9.59,0.88,67.1,"['CCCCCCCC', 'CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2sc3cc4c(cc3c2s1)sc1ccsc14']","['N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1csc(C2(c3cccs3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2cccs2)(c2cccs2)c2c-4sc3ccsc23)c1']","['CCCCCCCC', 'CCCCC(C)CC', 'Cc1cccs1', 'c1ccsc1', 'O=C1c2cscc2C(=O)c2cscc21', 'Cc1cc2sc3cc4c(cc3c2s1)sc1ccsc14', '.', 'N#CCC#N', 'O=C1CCc2ccccc21', 'C', 'CCCCCC', 'c1csc(C2(c3cccs3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2cccs2)(c2cccs2)c2c-4sc3ccsc23)c1']","[0, 0, 0, 0, 0, 20, 3, 5, 6, 29, 30, 1, 9, 10, 11, 12, 59]"
